BLOCKID|COUNTYFP|DISTRICT
240317042002025|031|13-034
240317042002026|031|13-034
240317042002027|031|13-034
240317042002028|031|13-034
240317042002029|031|13-034
240317043001000|031|04-008
240317043001001|031|13-038
240317043001002|031|13-038
240317043001003|031|13-038
240317043001004|031|13-038
240317043001005|031|04-004
240317043001006|031|04-008
240317043001007|031|13-038
240317043001008|031|13-038
240317043001009|031|13-038
240317043001010|031|13-038
240317043001011|031|13-038
240317043001012|031|13-038
240317043001013|031|13-038
240317043001014|031|13-038
240317043001015|031|13-038
240317043001016|031|13-038
240317043001017|031|13-038
240317043001018|031|13-038
240317043001019|031|13-038
240317043001020|031|13-038
240317043001021|031|13-038
240317043002000|031|13-038
240317043002001|031|13-038
240317043002002|031|13-038
240317043002003|031|13-038
240317043002004|031|13-038
240317043002005|031|13-038
240317043002006|031|13-038
240317043002007|031|13-038
240317043002008|031|13-038
240317043002009|031|13-038
240317043002010|031|13-038
240317043002011|031|13-038
240317043002012|031|13-038
240317043002013|031|13-038
240317043002014|031|13-038
240317043002015|031|13-038
240317043002016|031|13-038
240317043003000|031|13-038
240317043003001|031|13-038
240317043003002|031|13-038
240317043003003|031|13-038
240317043003004|031|13-038
240317043003005|031|13-038
240317043003006|031|13-038
240317043003007|031|13-038
240317043003008|031|13-038
240317043003009|031|13-038
240317043003010|031|13-038
240317043003011|031|13-038
240317043003012|031|13-038
240317043003013|031|13-038
240317043004000|031|13-038
240317043004001|031|13-038
240317043004002|031|13-038
240317043004003|031|13-038
240317043004004|031|13-038
240317043004005|031|13-038
240317043004006|031|13-038
240317043004007|031|13-038
240317043004008|031|13-038
240317043004009|031|13-038
240317043004010|031|13-038
240317044011000|031|07-009
240317044011001|031|07-025
240317044011002|031|07-009
240317044011003|031|07-009
240317044011004|031|07-009
240317044011005|031|07-009
240317044011006|031|07-009
240317044011007|031|07-025
240317044011008|031|07-025
240317044011009|031|07-025
240317044011010|031|07-025
240317044011011|031|07-025
240317044011012|031|07-025
240317044011013|031|07-025
240317044011014|031|07-025
240317044011015|031|07-025
240317044011016|031|07-025
240317044011017|031|07-025
240317044011018|031|07-025
240317044011019|031|07-025
240317044011020|031|07-025
240317044011021|031|07-025
240317044011022|031|07-025
240317044011023|031|07-025
240317044011024|031|07-025
240317044011025|031|07-025
240317044011026|031|07-025
240317044011027|031|07-025
240317044011028|031|07-025
240317044011029|031|07-025
240317044011030|031|07-010
240317044011031|031|07-010
240317044011032|031|07-010
240317044011033|031|07-009
240317044012000|031|07-025
240317044012001|031|07-025
240317044012002|031|07-025
240317044012003|031|07-025
240317044012004|031|07-025
240317044012005|031|07-025
240317044012006|031|07-025
240317044012007|031|07-025
240317044012008|031|07-025
240317044012009|031|07-025
240317044012010|031|07-025
240317044012011|031|07-025
240317044012012|031|07-025
240317044012013|031|07-025
240317044012014|031|07-025
240317044012015|031|07-025
240317044012016|031|07-025
240317044012017|031|07-025
240317044012018|031|07-025
240317044012019|031|07-025
240317044031000|031|07-009
240317044031001|031|07-009
240317044031002|031|07-010
240317044031003|031|07-010
240317044031004|031|07-031
240317044031005|031|07-010
240317044041000|031|07-009
240317044041001|031|07-009
240317044041002|031|07-009
240317044041003|031|07-009
240317044041004|031|07-009
240317044041005|031|07-009
240317044041006|031|07-009
240317044041007|031|07-009
240317044041008|031|07-009
240317044041009|031|07-009
240317044041010|031|07-009
240317044041011|031|07-010
240317044041012|031|07-010
240317044041013|031|07-010
240317044041014|031|07-010
240317044041015|031|07-010
240317044041016|031|07-009
240317044041017|031|07-009
240317044041018|031|07-009
240317044041019|031|07-009
240317044041020|031|07-010
240317044041021|031|07-010
240317044041022|031|07-010
240317044041023|031|07-010
240317044041024|031|07-010
240317044041025|031|07-010
240317044041026|031|07-010
240317044041027|031|07-010
240317044041028|031|07-010
240317044041029|031|07-010
240317044041030|031|07-010
240317044041031|031|07-010
240317044041032|031|07-010
240317044042000|031|07-009
240317044042001|031|07-009
240317044042002|031|07-009
240317044042003|031|07-009
240317044042004|031|07-009
240317044042005|031|07-009
240317044042006|031|07-009
240317044042007|031|07-009
240317044042008|031|07-010
240317044042009|031|07-010
240317044042010|031|07-010
240317044042011|031|07-010
240317044042012|031|07-010
240317044042013|031|07-010
240317044042014|031|07-010
240317044043000|031|07-010
240317044043001|031|07-010
240317044043002|031|07-010
240317044043003|031|07-010
240317044043004|031|07-010
240317044043005|031|07-010
240317044044000|031|07-010
240317044044001|031|07-010
240317044044002|031|07-010
240317044044003|031|07-010
240317044044004|031|07-010
240317044044005|031|07-010
240317044044006|031|07-010
240317044044007|031|07-010
240317044044008|031|07-010
240317044044009|031|07-010
240317044044010|031|07-010
240317044044011|031|07-010
240317045011000|031|07-020
240317045011001|031|07-020
240317045011002|031|07-020
240317045011003|031|07-020
240317045011004|031|07-020
240317045011005|031|07-020
240317045011006|031|07-020
240317045011007|031|07-020
240317045011008|031|07-020
240317045011009|031|07-020
240317045011010|031|07-020
240317045011011|031|07-020
240317045011012|031|07-020
240317045012000|031|07-020
240317045012001|031|07-020
240317045012002|031|07-020
240317045012003|031|07-020
240317045012004|031|07-020
240317045012005|031|07-020
240317045012006|031|07-028
240317045012007|031|07-028
240317045012008|031|07-028
240317045012009|031|07-020
240317045012010|031|07-020
240317045012011|031|07-020
240317045013000|031|07-020
240317045013001|031|07-020
240317045013002|031|07-020
240317045013003|031|07-020
240317045013004|031|07-020
240317045013005|031|07-020
240317045013006|031|07-020
240317045013007|031|07-020
240317045013008|031|07-020
240317045013009|031|07-020
240317045014000|031|07-020
240317045014001|031|07-020
240317045014002|031|07-020
240317045014003|031|07-020
240317045014004|031|07-020
240317045014005|031|07-020
240317045014006|031|07-020
240317045014007|031|07-020
240317045021000|031|07-028
240317045021001|031|07-028
240317045021002|031|07-028
240317045021003|031|07-028
240317045021004|031|07-028
240317045021005|031|07-028
240317045021006|031|07-028
240317045021007|031|07-028
240317045021008|031|07-028
240317045022000|031|07-019
240317045022001|031|07-019
240317045022002|031|07-019
240317045022003|031|07-019
240317045022004|031|07-019
240317045022005|031|07-019
240317045022006|031|07-019
240317045022007|031|07-019
240317045022008|031|07-019
240317045022009|031|07-019
240317045022010|031|07-019
240317045022011|031|07-019
240317045022012|031|07-019
240317045022013|031|07-019
240317045022014|031|07-019
240317045022015|031|07-019
240317045031000|031|07-019
240317045031001|031|07-019
240317045031002|031|07-019
240317045031003|031|07-019
240317045031004|031|07-019
240317045031005|031|07-019
240317045031006|031|07-019
240317045031007|031|07-019
240317045031008|031|07-019
240317045031009|031|07-019
240317045031010|031|07-019
240317045031011|031|07-019
240317045031012|031|07-019
240317045031013|031|07-019
240317045031014|031|07-019
240317045031015|031|07-019
240317045031016|031|07-019
240317045031017|031|07-019
240317045031018|031|07-019
240317045031019|031|07-019
240317045031020|031|07-019
240317045031021|031|07-019
240317045031022|031|07-019
240317045031023|031|07-019
240317045031024|031|07-019
240317045031025|031|07-019
240317045031026|031|07-019
240317045031027|031|07-019
240317045031028|031|07-019
240317045032000|031|07-019
240317045032001|031|07-019
240317045032002|031|07-019
240317045032003|031|07-019
240317045032004|031|07-019
240317045032005|031|07-019
240317045032006|031|07-019
240317045032007|031|07-019
240317045032008|031|07-019
240317045032009|031|07-019
240317045032010|031|07-019
240317045032011|031|07-019
240317045032012|031|07-019
240317045032013|031|07-019
240317045032014|031|07-019
240317045032015|031|07-019
240317045032016|031|07-019
240317045032017|031|07-019
240317045032018|031|07-019
240317045032019|031|07-019
240317045032020|031|07-019
240317045032021|031|07-019
240317045032022|031|07-019
240317045032023|031|07-019
240317045032024|031|07-019
240317045032025|031|07-019
240317045032026|031|07-019
240317045032027|031|07-019
240317045032028|031|07-019
240317045032029|031|07-019
240317045032030|031|07-019
240317045032031|031|07-019
240317045032032|031|07-019
240317045032033|031|07-019
240317045032034|031|07-019
240317046001000|031|07-012
240317046001001|031|07-012
240317046001002|031|07-012
240317046001003|031|07-012
240317046001004|031|07-012
240317046001005|031|07-012
240317046001006|031|07-012
240317046001007|031|07-012
240317046001008|031|07-012
240317046001009|031|07-012
240317046001010|031|07-012
240317046001011|031|07-012
240317046001012|031|07-012
240317046001013|031|07-012
240317046001014|031|07-012
240317046001015|031|07-012
240317046001016|031|07-012
240317046001017|031|07-012
240317046001018|031|07-012
240317046002000|031|07-008
240317046002001|031|07-008
240317046002002|031|07-008
240317046002003|031|07-008
240317046002004|031|07-008
240317046002005|031|07-012
240317046002006|031|07-012
240317046002007|031|07-012
240317046002008|031|07-012
240317046002009|031|07-012
240317046002010|031|07-012
240317046002011|031|07-012
240317046002012|031|07-012
240317046002013|031|07-012
240317046002014|031|07-012
240317046002015|031|07-012
240317046002016|031|07-012
240317046002017|031|07-012
240317046002018|031|07-012
240317046002019|031|07-008
240317046002020|031|07-008
240317046002021|031|07-008
240317046002022|031|07-008
240317046003000|031|07-012
240317046003001|031|07-012
240317046003002|031|07-028
240317046003003|031|07-012
240317046003004|031|07-012
240317046003005|031|07-012
240317046003006|031|07-028
240317046003007|031|07-028
240317046003008|031|07-028
240317046003009|031|07-028
240317046003010|031|07-012
240317046003011|031|07-012
240317046003012|031|07-012
240317046003013|031|07-012
240317046003014|031|07-028
240317046003015|031|07-028
240317046003016|031|07-028
240317046003017|031|07-012
240317046003018|031|07-028
240317046003019|031|07-012
240317046004000|031|07-028
240317046004001|031|07-028
240317046004002|031|07-028
240317046004003|031|07-028
240317046004004|031|07-028
240317046004005|031|07-028
240317046004006|031|07-028
240317046004007|031|07-028
240317046004008|031|07-028
240317046004009|031|07-028
240317046004010|031|07-028
240317046004011|031|07-028
240317046004012|031|07-028
240317047001000|031|07-012
240317047001001|031|07-012
240317047001002|031|07-012
240317047001003|031|07-012
240317047001004|031|07-012
240317047001005|031|07-012
240317047001006|031|07-012
240317047001007|031|07-012
240317047001008|031|07-012
240317047001009|031|07-012
240317047001010|031|07-012
240317047001011|031|07-004
240317047001012|031|07-004
240317047001013|031|07-004
240317047001014|031|07-012
240317047001015|031|07-012
240317047001016|031|07-004
240317047002000|031|07-004
240317047002001|031|07-004
240317047002002|031|07-004
240317047002003|031|07-004
240317047002004|031|07-004
240317047002005|031|07-004
240317047002006|031|07-004
240317047002007|031|07-004
240317047002008|031|07-004
240317047002009|031|07-004
240317047002010|031|07-004
240317047002011|031|07-004
240317047002012|031|07-004
240317047002013|031|07-004
240317047002014|031|07-004
240317047002015|031|07-004
240317047002016|031|07-004
240317047002017|031|07-004
240317047002018|031|07-004
240317047002019|031|07-004
240317047003000|031|07-004
240317047003001|031|07-004
240317047003002|031|07-004
240317047003003|031|07-004
240317047003004|031|07-004
240317047003005|031|07-004
240317047003006|031|07-004
240317047003007|031|07-004
240317047003008|031|07-004
240317047003009|031|07-004
240317047003010|031|07-004
240317047003011|031|07-004
240317047003012|031|07-004
240317047003013|031|07-004
240317047003014|031|07-004
240317047003015|031|07-004
240317047003016|031|07-023
240317047003017|031|07-023
240317047003018|031|07-004
240317047004000|031|07-012
240317047004001|031|07-012
240317047004002|031|07-012
240317047004003|031|07-012
240317047004004|031|07-012
240317047004005|031|07-012
240317047004006|031|07-012
240317047004007|031|07-012
240317047004008|031|07-012
240317047004009|031|07-012
240317047004010|031|07-012
240317047004011|031|07-012
240317047004012|031|07-012
240317047004013|031|07-012
240317047004014|031|07-012
240317047004015|031|07-012
240317047004016|031|07-012
240317048031000|031|07-006
240317048031001|031|07-004
240317048031002|031|07-004
240317048031003|031|07-004
240317048031004|031|07-004
240317048031005|031|07-004
240317048031006|031|07-006
240317048031007|031|07-006
240317048031008|031|07-006
240317048031009|031|07-004
240317048032000|031|07-011
240317048032001|031|07-011
240317048032002|031|07-011
240317048032003|031|07-011
240317048032004|031|07-011
240317048032005|031|07-023
240317048032006|031|07-023
240317048032007|031|07-023
240317048033000|031|07-004
240317048033001|031|07-004
240317048033002|031|07-004
240317048033003|031|07-004
240317048033004|031|07-004
240317048041000|031|07-004
240317048041001|031|07-004
240317048041002|031|07-004
240317048041003|031|07-004
240317048041004|031|07-004
